timestamp,member_name,city,country,temperature,humidity,wind_speed,weather_main,weather_description,City,Description,Temperature (F),Timestamp,cloudiness,feels_like,pressure,sunrise,sunset,timezone,visibility,wind_direction
2025-07-08 23:17:58,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:17:58,,,,,,,,
2025-07-08 23:18:00,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:00,,,,,,,,
2025-07-08 23:18:02,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:02,,,,,,,,
2025-07-08 23:18:04,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:04,,,,,,,,
2025-07-08 23:18:06,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:06,,,,,,,,
2025-07-08 23:18:08,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:08,,,,,,,,
2025-07-08 23:18:10,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:10,,,,,,,,
2025-07-08 23:18:12,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:12,,,,,,,,
2025-07-08 23:18:14,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:14,,,,,,,,
2025-07-08 23:18:16,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:16,,,,,,,,
2025-07-08 23:18:18,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:18,,,,,,,,
2025-07-08 23:18:20,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:20,,,,,,,,
2025-07-08 23:18:22,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:22,,,,,,,,
2025-07-08 23:18:24,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:24,,,,,,,,
2025-07-08 23:18:26,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:26,,,,,,,,
2025-07-08 23:18:28,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:28,,,,,,,,
2025-07-08 23:18:30,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:30,,,,,,,,
2025-07-08 23:18:32,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:32,,,,,,,,
2025-07-08 23:18:34,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:34,,,,,,,,
2025-07-08 23:18:36,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:36,,,,,,,,
2025-07-08 23:18:38,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:38,,,,,,,,
2025-07-08 23:18:40,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:40,,,,,,,,
2025-07-08 23:18:42,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:42,,,,,,,,
2025-07-08 23:18:44,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:44,,,,,,,,
2025-07-08 23:18:46,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:46,,,,,,,,
2025-07-08 23:18:48,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:48,,,,,,,,
2025-07-08 23:18:50,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:50,,,,,,,,
2025-07-08 23:18:52,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:52,,,,,,,,
2025-07-08 23:18:54,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:54,,,,,,,,
2025-07-08 23:18:56,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:56,,,,,,,,
2025-07-08 23:18:58,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:18:58,,,,,,,,
2025-07-08 23:19:00,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:00,,,,,,,,
2025-07-08 23:19:02,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:02,,,,,,,,
2025-07-08 23:19:04,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:04,,,,,,,,
2025-07-08 23:19:06,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:06,,,,,,,,
2025-07-08 23:19:08,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:08,,,,,,,,
2025-07-08 23:19:10,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:10,,,,,,,,
2025-07-08 23:19:12,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:12,,,,,,,,
2025-07-08 23:19:14,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:14,,,,,,,,
2025-07-08 23:19:16,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:16,,,,,,,,
2025-07-08 23:19:18,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:18,,,,,,,,
2025-07-08 23:19:20,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:20,,,,,,,,
2025-07-08 23:19:22,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:22,,,,,,,,
2025-07-08 23:19:24,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:24,,,,,,,,
2025-07-08 23:19:26,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:26,,,,,,,,
2025-07-08 23:19:28,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:28,,,,,,,,
2025-07-08 23:19:30,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:30,,,,,,,,
2025-07-08 23:19:32,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:32,,,,,,,,
2025-07-08 23:19:34,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:34,,,,,,,,
2025-07-08 23:19:36,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:36,,,,,,,,
2025-07-08 23:19:38,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:38,,,,,,,,
2025-07-08 23:19:40,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:40,,,,,,,,
2025-07-08 23:19:42,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:42,,,,,,,,
2025-07-08 23:19:44,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:44,,,,,,,,
2025-07-08 23:19:46,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:46,,,,,,,,
2025-07-08 23:19:48,Shomari,New Jersey,Unknown,22.211111111111116,,,Clear,clear sky,New Jersey,clear sky,71.98,2025-07-08 23:19:48,,,,,,,,
