timestamp,member_name,city,country,temperature,humidity,wind_speed,weather_main,weather_description,2025-07-23 21:04,28,Atlanta,City,Description,Temperature (F),Timestamp,cloudiness,datetime,description,dt,feels_like,few clouds,humidity_pct,id,name,pressure,speed,sunrise,sunset,temp,temp_f,timezone,units,visibility,wind_direction,wind_speed_mph
2023-05-09 15:14:29,Capstone_tobi,Chicago,,-9.74,61.0,1.34,Rain,Rain,,,,,,,,,2023-05-09 15:14:29,Rain,,,,61,,,,,,,,14.46,,imperial,,,3.0
2023-05-10 15:14:29,Capstone_tobi,Chicago,,0.14,47.0,4.2,Overcast,Overcast clouds,,,,,,,,,2023-05-10 15:14:29,Overcast clouds,,,,47,,,,,,,,32.26,,imperial,,,9.4
2023-05-11 15:14:29,Capstone_tobi,Chicago,,-3.02,71.0,3.08,Clear,Clear sky,,,,,,,,,2023-05-11 15:14:29,Clear sky,,,,71,,,,,,,,26.56,,imperial,,,6.9
2023-05-12 15:14:29,Capstone_tobi,Chicago,,-1.8,61.0,6.57,Clear,Clear sky,,,,,,,,,2023-05-12 15:14:29,Clear sky,,,,61,,,,,,,,28.76,,imperial,,,14.7
2023-05-13 15:14:29,Capstone_tobi,Chicago,,-3.84,32.0,2.64,Light,Light rain,,,,,,,,,2023-05-13 15:14:29,Light rain,,,,32,,,,,,,,25.08,,imperial,,,5.9
2023-05-14 15:14:29,Capstone_tobi,Chicago,,-4.15,61.0,6.84,Clear,Clear sky,,,,,,,,,2023-05-14 15:14:29,Clear sky,,,,61,,,,,,,,24.53,,imperial,,,15.3
2023-05-15 15:14:29,Capstone_tobi,Chicago,,8.53,46.0,3.89,Light,Light rain,,,,,,,,,2023-05-15 15:14:29,Light rain,,,,46,,,,,,,,47.35,,imperial,,,8.7
2023-05-16 15:14:29,Capstone_tobi,Chicago,,-2.45,80.0,7.11,Scattered,Scattered clouds,,,,,,,,,2023-05-16 15:14:29,Scattered clouds,,,,80,,,,,,,,27.59,,imperial,,,15.9
2023-05-17 15:14:29,Capstone_tobi,Chicago,,-4.37,40.0,3.67,Scattered,Scattered clouds,,,,,,,,,2023-05-17 15:14:29,Scattered clouds,,,,40,,,,,,,,24.14,,imperial,,,8.2
2023-05-18 15:14:29,Capstone_tobi,Chicago,,-2.04,69.0,5.63,Clear,Clear sky,,,,,,,,,2023-05-18 15:14:29,Clear sky,,,,69,,,,,,,,28.32,,imperial,,,12.6
2023-05-19 15:14:29,Capstone_tobi,Chicago,,-2.75,53.0,1.48,Clear,Clear sky,,,,,,,,,2023-05-19 15:14:29,Clear sky,,,,53,,,,,,,,27.05,,imperial,,,3.3
2023-05-20 15:14:29,Capstone_tobi,Chicago,,-2.24,91.0,5.32,Few,Few clouds,,,,,,,,,2023-05-20 15:14:29,Few clouds,,,,91,,,,,,,,27.96,,imperial,,,11.9
2023-05-21 15:14:29,Capstone_tobi,Chicago,,1.19,60.0,2.5,Thunderstorm,Thunderstorm,,,,,,,,,2023-05-21 15:14:29,Thunderstorm,,,,60,,,,,,,,34.14,,imperial,,,5.6
2023-05-22 15:14:29,Capstone_tobi,Chicago,,3.2,45.0,4.38,Few,Few clouds,,,,,,,,,2023-05-22 15:14:29,Few clouds,,,,45,,,,,,,,37.76,,imperial,,,9.8
2023-05-23 15:14:29,Capstone_tobi,Chicago,,6.74,66.0,0.8,Scattered,Scattered clouds,,,,,,,,,2023-05-23 15:14:29,Scattered clouds,,,,66,,,,,,,,44.14,,imperial,,,1.8
2023-05-24 15:14:29,Capstone_tobi,Chicago,,-7.0,48.0,1.52,Overcast,Overcast clouds,,,,,,,,,2023-05-24 15:14:29,Overcast clouds,,,,48,,,,,,,,19.4,,imperial,,,3.4
2023-05-25 15:14:29,Capstone_tobi,Chicago,,-1.06,71.0,3.71,Few,Few clouds,,,,,,,,,2023-05-25 15:14:29,Few clouds,,,,71,,,,,,,,30.09,,imperial,,,8.3
2023-05-26 15:14:29,Capstone_tobi,Chicago,,2.39,89.0,4.25,Overcast,Overcast clouds,,,,,,,,,2023-05-26 15:14:29,Overcast clouds,,,,89,,,,,,,,36.3,,imperial,,,9.5
2023-05-27 15:14:29,Capstone_tobi,Chicago,,-0.89,61.0,7.91,Clear,Clear sky,,,,,,,,,2023-05-27 15:14:29,Clear sky,,,,61,,,,,,,,30.4,,imperial,,,17.7
2023-05-28 15:14:29,Capstone_tobi,Chicago,,3.5,21.0,2.1,Overcast,Overcast clouds,,,,,,,,,2023-05-28 15:14:29,Overcast clouds,,,,21,,,,,,,,38.3,,imperial,,,4.7
2023-05-29 15:14:29,Capstone_tobi,Chicago,,3.19,56.0,3.8,Few,Few clouds,,,,,,,,,2023-05-29 15:14:29,Few clouds,,,,56,,,,,,,,37.75,,imperial,,,8.5
2023-05-30 15:14:29,Capstone_tobi,Chicago,,9.09,24.0,4.43,Scattered,Scattered clouds,,,,,,,,,2023-05-30 15:14:29,Scattered clouds,,,,24,,,,,,,,48.36,,imperial,,,9.9
2023-05-31 15:14:29,Capstone_tobi,Chicago,,0.91,62.0,3.35,Few,Few clouds,,,,,,,,,2023-05-31 15:14:29,Few clouds,,,,62,,,,,,,,33.63,,imperial,,,7.5
2023-06-01 15:14:29,Capstone_tobi,Chicago,,11.1,39.0,2.1,Few,Few clouds,,,,,,,,,2023-06-01 15:14:29,Few clouds,,,,39,,,,,,,,51.98,,imperial,,,4.7
2023-06-02 15:14:29,Capstone_tobi,Chicago,,6.48,51.0,6.04,Few,Few clouds,,,,,,,,,2023-06-02 15:14:29,Few clouds,,,,51,,,,,,,,43.67,,imperial,,,13.5
2023-06-03 15:14:29,Capstone_tobi,Chicago,,2.95,77.0,2.28,Clear,Clear sky,,,,,,,,,2023-06-03 15:14:29,Clear sky,,,,77,,,,,,,,37.31,,imperial,,,5.1
2023-06-04 15:14:29,Capstone_tobi,Chicago,,3.54,58.0,5.9,Clear,Clear sky,,,,,,,,,2023-06-04 15:14:29,Clear sky,,,,58,,,,,,,,38.38,,imperial,,,13.2
2023-06-05 15:14:29,Capstone_tobi,Chicago,,10.82,57.0,4.52,Few,Few clouds,,,,,,,,,2023-06-05 15:14:29,Few clouds,,,,57,,,,,,,,51.47,,imperial,,,10.1
2023-06-06 15:14:29,Capstone_tobi,Chicago,,5.26,33.0,5.72,Light,Light rain,,,,,,,,,2023-06-06 15:14:29,Light rain,,,,33,,,,,,,,41.46,,imperial,,,12.8
2023-06-07 15:14:29,Capstone_tobi,Chicago,,9.12,64.0,2.59,Clear,Clear sky,,,,,,,,,2023-06-07 15:14:29,Clear sky,,,,64,,,,,,,,48.42,,imperial,,,5.8
2023-06-08 15:14:29,Capstone_tobi,Chicago,,-1.78,55.0,5.95,Overcast,Overcast clouds,,,,,,,,,2023-06-08 15:14:29,Overcast clouds,,,,55,,,,,,,,28.79,,imperial,,,13.3
2023-06-09 15:14:29,Capstone_tobi,Chicago,,9.71,32.0,4.2,Few,Few clouds,,,,,,,,,2023-06-09 15:14:29,Few clouds,,,,32,,,,,,,,49.47,,imperial,,,9.4
2023-06-10 15:14:29,Capstone_tobi,Chicago,,8.54,26.0,5.1,Clear,Clear sky,,,,,,,,,2023-06-10 15:14:29,Clear sky,,,,26,,,,,,,,47.37,,imperial,,,11.4
2023-06-11 15:14:29,Capstone_tobi,Chicago,,2.02,66.0,5.05,Clear,Clear sky,,,,,,,,,2023-06-11 15:14:29,Clear sky,,,,66,,,,,,,,35.63,,imperial,,,11.3
2023-06-12 15:14:29,Capstone_tobi,Chicago,,7.84,54.0,5.59,Clear,Clear sky,,,,,,,,,2023-06-12 15:14:29,Clear sky,,,,54,,,,,,,,46.11,,imperial,,,12.5
2023-06-13 15:14:29,Capstone_tobi,Chicago,,10.46,69.0,7.2,Clear,Clear sky,,,,,,,,,2023-06-13 15:14:29,Clear sky,,,,69,,,,,,,,50.83,,imperial,,,16.1
2023-06-14 15:14:29,Capstone_tobi,Chicago,,6.86,32.0,5.05,Scattered,Scattered clouds,,,,,,,,,2023-06-14 15:14:29,Scattered clouds,,,,32,,,,,,,,44.35,,imperial,,,11.3
2023-06-15 15:14:29,Capstone_tobi,Chicago,,7.24,39.0,3.49,Snow,Snow,,,,,,,,,2023-06-15 15:14:29,Snow,,,,39,,,,,,,,45.04,,imperial,,,7.8
2023-06-16 15:14:29,Capstone_tobi,Chicago,,4.82,50.0,1.92,Overcast,Overcast clouds,,,,,,,,,2023-06-16 15:14:29,Overcast clouds,,,,50,,,,,,,,40.68,,imperial,,,4.3
2023-06-17 15:14:29,Capstone_tobi,Chicago,,6.23,19.0,4.02,Clear,Clear sky,,,,,,,,,2023-06-17 15:14:29,Clear sky,,,,19,,,,,,,,43.22,,imperial,,,9.0
2023-06-18 15:14:29,Capstone_tobi,Chicago,,11.88,47.0,0.09,Clear,Clear sky,,,,,,,,,2023-06-18 15:14:29,Clear sky,,,,47,,,,,,,,53.39,,imperial,,,0.2
2023-06-19 15:14:29,Capstone_tobi,Chicago,,10.08,72.0,3.13,Few,Few clouds,,,,,,,,,2023-06-19 15:14:29,Few clouds,,,,72,,,,,,,,50.14,,imperial,,,7.0
2023-06-20 15:14:29,Capstone_tobi,Chicago,,12.12,24.0,4.78,Scattered,Scattered clouds,,,,,,,,,2023-06-20 15:14:29,Scattered clouds,,,,24,,,,,,,,53.81,,imperial,,,10.7
2023-06-21 15:14:29,Capstone_tobi,Chicago,,0.89,37.0,2.86,Rain,Rain,,,,,,,,,2023-06-21 15:14:29,Rain,,,,37,,,,,,,,33.6,,imperial,,,6.4
2023-06-22 15:14:29,Capstone_tobi,Chicago,,12.47,40.0,2.28,Overcast,Overcast clouds,,,,,,,,,2023-06-22 15:14:29,Overcast clouds,,,,40,,,,,,,,54.44,,imperial,,,5.1
2023-06-23 15:14:29,Capstone_tobi,Chicago,,8.85,76.0,5.41,Few,Few clouds,,,,,,,,,2023-06-23 15:14:29,Few clouds,,,,76,,,,,,,,47.93,,imperial,,,12.1
2023-06-24 15:14:29,Capstone_tobi,Chicago,,7.43,63.0,1.92,Thunderstorm,Thunderstorm,,,,,,,,,2023-06-24 15:14:29,Thunderstorm,,,,63,,,,,,,,45.37,,imperial,,,4.3
2023-06-25 15:14:29,Capstone_tobi,Chicago,,3.53,52.0,7.91,Clear,Clear sky,,,,,,,,,2023-06-25 15:14:29,Clear sky,,,,52,,,,,,,,38.36,,imperial,,,17.7
2023-06-26 15:14:29,Capstone_tobi,Chicago,,7.17,54.0,1.43,Clear,Clear sky,,,,,,,,,2023-06-26 15:14:29,Clear sky,,,,54,,,,,,,,44.91,,imperial,,,3.2
2023-06-27 15:14:29,Capstone_tobi,Chicago,,13.29,49.0,1.7,Few,Few clouds,,,,,,,,,2023-06-27 15:14:29,Few clouds,,,,49,,,,,,,,55.93,,imperial,,,3.8
2023-06-28 15:14:29,Capstone_tobi,Chicago,,7.77,51.0,6.35,Scattered,Scattered clouds,,,,,,,,,2023-06-28 15:14:29,Scattered clouds,,,,51,,,,,,,,45.98,,imperial,,,14.2
2023-06-29 15:14:29,Capstone_tobi,Chicago,,14.48,38.0,3.93,Overcast,Overcast clouds,,,,,,,,,2023-06-29 15:14:29,Overcast clouds,,,,38,,,,,,,,58.06,,imperial,,,8.8
2023-06-30 15:14:29,Capstone_tobi,Chicago,,14.93,69.0,5.68,Few,Few clouds,,,,,,,,,2023-06-30 15:14:29,Few clouds,,,,69,,,,,,,,58.87,,imperial,,,12.7
2023-07-01 15:14:29,Capstone_tobi,Chicago,,12.53,59.0,6.57,Clear,Clear sky,,,,,,,,,2023-07-01 15:14:29,Clear sky,,,,59,,,,,,,,54.56,,imperial,,,14.7
2023-07-02 15:14:29,Capstone_tobi,Chicago,,9.0,38.0,5.28,Few,Few clouds,,,,,,,,,2023-07-02 15:14:29,Few clouds,,,,38,,,,,,,,48.2,,imperial,,,11.8
2023-07-03 15:14:29,Capstone_tobi,Chicago,,11.76,47.0,0.45,Clear,Clear sky,,,,,,,,,2023-07-03 15:14:29,Clear sky,,,,47,,,,,,,,53.16,,imperial,,,1.0
2023-07-04 15:14:29,Capstone_tobi,Chicago,,18.06,47.0,3.62,Clear,Clear sky,,,,,,,,,2023-07-04 15:14:29,Clear sky,,,,47,,,,,,,,64.5,,imperial,,,8.1
2023-07-05 15:14:29,Capstone_tobi,Chicago,,15.56,76.0,2.19,Rain,Rain,,,,,,,,,2023-07-05 15:14:29,Rain,,,,76,,,,,,,,60.0,,imperial,,,4.9
2023-07-06 15:14:29,Capstone_tobi,Chicago,,11.99,59.0,7.96,Rain,Rain,,,,,,,,,2023-07-06 15:14:29,Rain,,,,59,,,,,,,,53.58,,imperial,,,17.8
2023-07-07 15:14:29,Capstone_tobi,Chicago,,15.09,34.0,5.45,Few,Few clouds,,,,,,,,,2023-07-07 15:14:29,Few clouds,,,,34,,,,,,,,59.16,,imperial,,,12.2
2023-07-08 15:14:29,Capstone_tobi,Chicago,,13.56,43.0,3.93,Clear,Clear sky,,,,,,,,,2023-07-08 15:14:29,Clear sky,,,,43,,,,,,,,56.41,,imperial,,,8.8
2023-07-09 15:14:29,Capstone_tobi,Chicago,,16.88,53.0,2.73,Clear,Clear sky,,,,,,,,,2023-07-09 15:14:29,Clear sky,,,,53,,,,,,,,62.39,,imperial,,,6.1
2023-07-10 15:14:29,Capstone_tobi,Chicago,,5.79,68.0,2.15,Scattered,Scattered clouds,,,,,,,,,2023-07-10 15:14:29,Scattered clouds,,,,68,,,,,,,,42.43,,imperial,,,4.8
2023-07-11 15:14:29,Capstone_tobi,Chicago,,14.04,43.0,2.82,Thunderstorm,Thunderstorm,,,,,,,,,2023-07-11 15:14:29,Thunderstorm,,,,43,,,,,,,,57.28,,imperial,,,6.3
2023-07-12 15:14:29,Capstone_tobi,Chicago,,22.06,60.0,0.63,Clear,Clear sky,,,,,,,,,2023-07-12 15:14:29,Clear sky,,,,60,,,,,,,,71.71,,imperial,,,1.4
2023-07-13 15:14:29,Capstone_tobi,Chicago,,13.72,66.0,1.61,Snow,Snow,,,,,,,,,2023-07-13 15:14:29,Snow,,,,66,,,,,,,,56.7,,imperial,,,3.6
2023-07-14 15:14:29,Capstone_tobi,Chicago,,15.19,76.0,2.77,Few,Few clouds,,,,,,,,,2023-07-14 15:14:29,Few clouds,,,,76,,,,,,,,59.34,,imperial,,,6.2
2023-07-15 15:14:29,Capstone_tobi,Chicago,,15.05,60.0,7.02,Clear,Clear sky,,,,,,,,,2023-07-15 15:14:29,Clear sky,,,,60,,,,,,,,59.09,,imperial,,,15.7
2023-07-16 15:14:29,Capstone_tobi,Chicago,,16.66,56.0,2.15,Clear,Clear sky,,,,,,,,,2023-07-16 15:14:29,Clear sky,,,,56,,,,,,,,61.98,,imperial,,,4.8
2023-07-17 15:14:29,Capstone_tobi,Chicago,,24.67,65.0,2.01,Rain,Rain,,,,,,,,,2023-07-17 15:14:29,Rain,,,,65,,,,,,,,76.41,,imperial,,,4.5
2023-07-18 15:14:29,Capstone_tobi,Chicago,,26.71,64.0,2.32,Clear,Clear sky,,,,,,,,,2023-07-18 15:14:29,Clear sky,,,,64,,,,,,,,80.07,,imperial,,,5.2
2023-07-19 15:14:29,Capstone_tobi,Chicago,,12.98,71.0,3.62,Clear,Clear sky,,,,,,,,,2023-07-19 15:14:29,Clear sky,,,,71,,,,,,,,55.36,,imperial,,,8.1
2023-07-20 15:14:29,Capstone_tobi,Chicago,,20.36,19.0,5.5,Scattered,Scattered clouds,,,,,,,,,2023-07-20 15:14:29,Scattered clouds,,,,19,,,,,,,,68.64,,imperial,,,12.3
2023-07-21 15:14:29,Capstone_tobi,Chicago,,16.64,52.0,4.2,Few,Few clouds,,,,,,,,,2023-07-21 15:14:29,Few clouds,,,,52,,,,,,,,61.95,,imperial,,,9.4
2023-07-22 15:14:29,Capstone_tobi,Chicago,,21.94,70.0,4.78,Overcast,Overcast clouds,,,,,,,,,2023-07-22 15:14:29,Overcast clouds,,,,70,,,,,,,,71.5,,imperial,,,10.7
2023-07-23 15:14:29,Capstone_tobi,Chicago,,17.62,63.0,1.74,Scattered,Scattered clouds,,,,,,,,,2023-07-23 15:14:29,Scattered clouds,,,,63,,,,,,,,63.71,,imperial,,,3.9
2023-07-24 15:14:29,Capstone_tobi,Chicago,,18.76,30.0,0.04,Few,Few clouds,,,,,,,,,2023-07-24 15:14:29,Few clouds,,,,30,,,,,,,,65.77,,imperial,,,0.1
2023-07-25 15:14:29,Capstone_tobi,Chicago,,24.73,47.0,9.25,Snow,Snow,,,,,,,,,2023-07-25 15:14:29,Snow,,,,47,,,,,,,,76.52,,imperial,,,20.7
2023-07-26 15:14:29,Capstone_tobi,Chicago,,17.49,77.0,3.44,Clear,Clear sky,,,,,,,,,2023-07-26 15:14:29,Clear sky,,,,77,,,,,,,,63.49,,imperial,,,7.7
2023-07-27 15:14:29,Capstone_tobi,Chicago,,23.87,37.0,5.01,Clear,Clear sky,,,,,,,,,2023-07-27 15:14:29,Clear sky,,,,37,,,,,,,,74.97,,imperial,,,11.2
2023-07-28 15:14:29,Capstone_tobi,Chicago,,19.66,41.0,2.68,Light,Light rain,,,,,,,,,2023-07-28 15:14:29,Light rain,,,,41,,,,,,,,67.38,,imperial,,,6.0
2023-07-29 15:14:29,Capstone_tobi,Chicago,,25.03,54.0,2.46,Overcast,Overcast clouds,,,,,,,,,2023-07-29 15:14:29,Overcast clouds,,,,54,,,,,,,,77.05,,imperial,,,5.5
2023-07-30 15:14:29,Capstone_tobi,Chicago,,28.11,43.0,4.87,Few,Few clouds,,,,,,,,,2023-07-30 15:14:29,Few clouds,,,,43,,,,,,,,82.59,,imperial,,,10.9
2023-07-31 15:14:29,Capstone_tobi,Chicago,,24.14,50.0,2.5,Few,Few clouds,,,,,,,,,2023-07-31 15:14:29,Few clouds,,,,50,,,,,,,,75.46,,imperial,,,5.6
2023-08-01 15:14:29,Capstone_tobi,Chicago,,26.16,73.0,3.76,Clear,Clear sky,,,,,,,,,2023-08-01 15:14:29,Clear sky,,,,73,,,,,,,,79.09,,imperial,,,8.4
2023-08-02 15:14:29,Capstone_tobi,Chicago,,23.93,33.0,1.65,Scattered,Scattered clouds,,,,,,,,,2023-08-02 15:14:29,Scattered clouds,,,,33,,,,,,,,75.08,,imperial,,,3.7
2023-08-03 15:14:29,Capstone_tobi,Chicago,,20.06,48.0,2.73,Overcast,Overcast clouds,,,,,,,,,2023-08-03 15:14:29,Overcast clouds,,,,48,,,,,,,,68.1,,imperial,,,6.1
2023-08-04 15:14:29,Capstone_tobi,Chicago,,18.06,62.0,5.36,Clear,Clear sky,,,,,,,,,2023-08-04 15:14:29,Clear sky,,,,62,,,,,,,,64.5,,imperial,,,12.0
2023-08-05 15:14:29,Capstone_tobi,Chicago,,15.75,46.0,2.46,Clear,Clear sky,,,,,,,,,2023-08-05 15:14:29,Clear sky,,,,46,,,,,,,,60.35,,imperial,,,5.5
2023-08-06 15:14:29,Capstone_tobi,Chicago,,20.51,56.0,3.22,Light,Light rain,,,,,,,,,2023-08-06 15:14:29,Light rain,,,,56,,,,,,,,68.91,,imperial,,,7.2
2023-08-07 15:14:29,Capstone_tobi,Chicago,,19.43,56.0,0.04,Thunderstorm,Thunderstorm,,,,,,,,,2023-08-07 15:14:29,Thunderstorm,,,,56,,,,,,,,66.98,,imperial,,,0.1
2023-08-08 15:14:29,Capstone_tobi,Chicago,,28.1,69.0,8.14,Few,Few clouds,,,,,,,,,2023-08-08 15:14:29,Few clouds,,,,69,,,,,,,,82.58,,imperial,,,18.2
2023-08-09 15:14:29,Capstone_tobi,Chicago,,18.99,15.0,3.04,Scattered,Scattered clouds,,,,,,,,,2023-08-09 15:14:29,Scattered clouds,,,,15,,,,,,,,66.19,,imperial,,,6.8
2023-08-10 15:14:29,Capstone_tobi,Chicago,,24.74,74.0,2.82,Thunderstorm,Thunderstorm,,,,,,,,,2023-08-10 15:14:29,Thunderstorm,,,,74,,,,,,,,76.53,,imperial,,,6.3
2023-08-11 15:14:29,Capstone_tobi,Chicago,,21.61,57.0,4.47,Rain,Rain,,,,,,,,,2023-08-11 15:14:29,Rain,,,,57,,,,,,,,70.9,,imperial,,,10.0
2023-08-12 15:14:29,Capstone_tobi,Chicago,,25.96,75.0,6.04,Few,Few clouds,,,,,,,,,2023-08-12 15:14:29,Few clouds,,,,75,,,,,,,,78.72,,imperial,,,13.5
2023-08-13 15:14:29,Capstone_tobi,Chicago,,24.73,67.0,2.55,Thunderstorm,Thunderstorm,,,,,,,,,2023-08-13 15:14:29,Thunderstorm,,,,67,,,,,,,,76.52,,imperial,,,5.7
2023-08-14 15:14:29,Capstone_tobi,Chicago,,25.06,41.0,6.93,Clear,Clear sky,,,,,,,,,2023-08-14 15:14:29,Clear sky,,,,41,,,,,,,,77.11,,imperial,,,15.5
2023-08-15 15:14:29,Capstone_tobi,Chicago,,20.79,33.0,2.82,Clear,Clear sky,,,,,,,,,2023-08-15 15:14:29,Clear sky,,,,33,,,,,,,,69.43,,imperial,,,6.3
2023-08-16 15:14:29,Capstone_tobi,Chicago,,29.92,67.0,5.41,Rain,Rain,,,,,,,,,2023-08-16 15:14:29,Rain,,,,67,,,,,,,,85.86,,imperial,,,12.1
2023-08-17 15:14:29,Capstone_tobi,Chicago,,34.38,58.0,4.65,Few,Few clouds,,,,,,,,,2023-08-17 15:14:29,Few clouds,,,,58,,,,,,,,93.89,,imperial,,,10.4
2023-08-18 15:14:29,Capstone_tobi,Chicago,,25.5,44.0,8.94,Clear,Clear sky,,,,,,,,,2023-08-18 15:14:29,Clear sky,,,,44,,,,,,,,77.9,,imperial,,,20.0
2023-08-19 15:14:29,Capstone_tobi,Chicago,,27.47,37.0,1.07,Few,Few clouds,,,,,,,,,2023-08-19 15:14:29,Few clouds,,,,37,,,,,,,,81.45,,imperial,,,2.4
2023-08-20 15:14:29,Capstone_tobi,Chicago,,24.26,48.0,0.04,Clear,Clear sky,,,,,,,,,2023-08-20 15:14:29,Clear sky,,,,48,,,,,,,,75.67,,imperial,,,0.1
2023-08-21 15:14:29,Capstone_tobi,Chicago,,26.53,30.0,2.15,Clear,Clear sky,,,,,,,,,2023-08-21 15:14:29,Clear sky,,,,30,,,,,,,,79.76,,imperial,,,4.8
2023-08-22 15:14:29,Capstone_tobi,Chicago,,23.81,53.0,1.12,Few,Few clouds,,,,,,,,,2023-08-22 15:14:29,Few clouds,,,,53,,,,,,,,74.85,,imperial,,,2.5
2023-08-23 15:14:29,Capstone_tobi,Chicago,,32.44,61.0,1.21,Overcast,Overcast clouds,,,,,,,,,2023-08-23 15:14:29,Overcast clouds,,,,61,,,,,,,,90.39,,imperial,,,2.7
2023-08-24 15:14:29,Capstone_tobi,Chicago,,25.61,66.0,4.25,Overcast,Overcast clouds,,,,,,,,,2023-08-24 15:14:29,Overcast clouds,,,,66,,,,,,,,78.09,,imperial,,,9.5
2023-08-25 15:14:29,Capstone_tobi,Chicago,,27.21,56.0,4.47,Light,Light rain,,,,,,,,,2023-08-25 15:14:29,Light rain,,,,56,,,,,,,,80.97,,imperial,,,10.0
2023-08-26 15:14:29,Capstone_tobi,Chicago,,26.32,71.0,2.95,Clear,Clear sky,,,,,,,,,2023-08-26 15:14:29,Clear sky,,,,71,,,,,,,,79.38,,imperial,,,6.6
2023-08-27 15:14:29,Capstone_tobi,Chicago,,26.43,66.0,0.09,Scattered,Scattered clouds,,,,,,,,,2023-08-27 15:14:29,Scattered clouds,,,,66,,,,,,,,79.58,,imperial,,,0.2
2023-08-28 15:14:29,Capstone_tobi,Chicago,,27.84,52.0,5.63,Scattered,Scattered clouds,,,,,,,,,2023-08-28 15:14:29,Scattered clouds,,,,52,,,,,,,,82.11,,imperial,,,12.6
2023-08-29 15:14:29,Capstone_tobi,Chicago,,32.82,62.0,3.22,Thunderstorm,Thunderstorm,,,,,,,,,2023-08-29 15:14:29,Thunderstorm,,,,62,,,,,,,,91.08,,imperial,,,7.2
2023-08-30 15:14:29,Capstone_tobi,Chicago,,25.59,55.0,2.01,Few,Few clouds,,,,,,,,,2023-08-30 15:14:29,Few clouds,,,,55,,,,,,,,78.07,,imperial,,,4.5
2023-08-31 15:14:29,Capstone_tobi,Chicago,,33.01,38.0,7.33,Few,Few clouds,,,,,,,,,2023-08-31 15:14:29,Few clouds,,,,38,,,,,,,,91.42,,imperial,,,16.4
2023-09-01 15:14:29,Capstone_tobi,Chicago,,26.66,56.0,3.13,Few,Few clouds,,,,,,,,,2023-09-01 15:14:29,Few clouds,,,,56,,,,,,,,79.99,,imperial,,,7.0
2023-09-02 15:14:29,Capstone_tobi,Chicago,,27.74,58.0,5.41,Clear,Clear sky,,,,,,,,,2023-09-02 15:14:29,Clear sky,,,,58,,,,,,,,81.94,,imperial,,,12.1
2023-09-03 15:14:29,Capstone_tobi,Chicago,,29.51,39.0,4.25,Few,Few clouds,,,,,,,,,2023-09-03 15:14:29,Few clouds,,,,39,,,,,,,,85.12,,imperial,,,9.5
2023-09-04 15:14:29,Capstone_tobi,Chicago,,33.92,61.0,3.31,Scattered,Scattered clouds,,,,,,,,,2023-09-04 15:14:29,Scattered clouds,,,,61,,,,,,,,93.06,,imperial,,,7.4
2023-09-05 15:14:29,Capstone_tobi,Chicago,,22.95,42.0,7.91,Clear,Clear sky,,,,,,,,,2023-09-05 15:14:29,Clear sky,,,,42,,,,,,,,73.31,,imperial,,,17.7
2023-09-06 15:14:29,Capstone_tobi,Chicago,,25.43,46.0,0.04,Clear,Clear sky,,,,,,,,,2023-09-06 15:14:29,Clear sky,,,,46,,,,,,,,77.78,,imperial,,,0.1
2023-09-07 15:14:29,Capstone_tobi,Chicago,,27.83,31.0,6.57,Clear,Clear sky,,,,,,,,,2023-09-07 15:14:29,Clear sky,,,,31,,,,,,,,82.1,,imperial,,,14.7
2023-01-01 15:14:29,Capstone_tobi,Denver,,-2.52,55.0,9.97,Thunderstorm,Thunderstorm,,,,,,,,,2023-01-01 15:14:29,Thunderstorm,,,,55,,,,,,,,27.46,,imperial,,,22.3
2023-01-02 15:14:29,Capstone_tobi,Denver,,10.97,47.0,1.61,Few,Few clouds,,,,,,,,,2023-01-02 15:14:29,Few clouds,,,,47,,,,,,,,51.75,,imperial,,,3.6
2023-01-03 15:14:29,Capstone_tobi,Denver,,3.98,34.0,2.46,Clear,Clear sky,,,,,,,,,2023-01-03 15:14:29,Clear sky,,,,34,,,,,,,,39.17,,imperial,,,5.5
2023-01-04 15:14:29,Capstone_tobi,Denver,,3.44,63.0,2.77,Clear,Clear sky,,,,,,,,,2023-01-04 15:14:29,Clear sky,,,,63,,,,,,,,38.2,,imperial,,,6.2
2023-01-05 15:14:29,Capstone_tobi,Denver,,2.66,56.0,4.78,Clear,Clear sky,,,,,,,,,2023-01-05 15:14:29,Clear sky,,,,56,,,,,,,,36.78,,imperial,,,10.7
2023-01-06 15:14:29,Capstone_tobi,Denver,,13.51,80.0,4.16,Few,Few clouds,,,,,,,,,2023-01-06 15:14:29,Few clouds,,,,80,,,,,,,,56.31,,imperial,,,9.3
2023-01-07 15:14:29,Capstone_tobi,Denver,,1.71,84.0,4.52,Overcast,Overcast clouds,,,,,,,,,2023-01-07 15:14:29,Overcast clouds,,,,84,,,,,,,,35.08,,imperial,,,10.1
2023-01-08 15:14:29,Capstone_tobi,Denver,,3.7,19.0,4.16,Few,Few clouds,,,,,,,,,2023-01-08 15:14:29,Few clouds,,,,19,,,,,,,,38.66,,imperial,,,9.3
2023-01-09 15:14:29,Capstone_tobi,Denver,,6.41,59.0,4.83,Rain,Rain,,,,,,,,,2023-01-09 15:14:29,Rain,,,,59,,,,,,,,43.54,,imperial,,,10.8
